#Gene	log2(fold-change)array	q-value_array	log2(fold-change)RNA_seq	q-value_RNA_seq
ZFP3	-0.0582842323631109	0.316344512221575	-inf	0.418608
JAM3	0.807365598832111	0.00806795955812105	1.11614	0.676987
CHSY1	0.392138251616148	0.0176135363016195	1.08909	0.448408
LAPTM4A	-0.675580652473524	0.0195691920583573	-1.40512	0.32922
DIRC2	-1.07852792517836	0.00611502665367402	-0.0176044	0.980914
GPR83	0.286972948351119	0.161686987706557	inf	0.418608
TRPM8	0.221581070894047	0.0537251179716675	1.67839	0.391555
KIAA1522	-0.127365713722908	0.183463388663699	-0.452007	0.815893
PSG8	0.66822395742039	0.268966538124071	inf	0.0902152
EXT2	0.397860758719539	0.0235780836887694	0.433697	0.795761
DIAPH2	0.0517698742401119	0.380693506191389	-0.617067	0.75977
ZSCAN30	-0.0412823723229797	0.378153629640936	-0.191991	0.943122
DOLK	0.0230604163524314	0.391530102657902	0.489104	0.89213
CRYZL1	-0.295987509727578	0.0891242195104747	-0.813482	0.598957
ABL2	0.845481649098477	0.0210763502061943	1.72542	0.169625
PTPN12	-0.136719360578451	0.297458404561555	-0.342392	0.841164
CRY2	-0.0828063149381466	0.28466768896013	-1.95097	0.401695
PTPRZ1	0.121523683283551	0.216337439406869	-inf	0.121053
PNPLA4	0.0740273647751556	0.376294915505529	inf	0.377712
LAMP1	-0.594442593451943	0.00384697727808615	-0.608259	0.610002
DIP2C	-0.422333365170489	0.00843561157505753	-0.431593	0.823891
ZNF454	0.424422490786632	0.176051046298662	inf	0.298861
MAP3K5	0.0189079553083511	0.321958147487548	-1.49154	0.602969
RXRA	-0.0504326622492647	0.314277398669895	-0.0291924	0.982727
ALKBH1	-0.577462710711201	0.0131852324039911	-0.324426	0.886972
MSL3	0.0130173450022873	0.407273716040628	0.508464	0.778166
SNIP1	0.0111438083087137	0.396536206342511	-0.276797	0.892057
ARL14	-0.183033308998999	0.185795136809469	-inf	0.0339668
CLDN11	0.225857260253402	0.238099103934635	-0.661461	0.860884
TIMP3	-1.52087462357049	0.00603241702443418	-2.65285	0.0829652
RFWD2	-0.270070769881143	0.240673612090094	0.376014	0.837094
CIB2	0.285425255789237	0.0930875507618879	-1.81346	0.646039
HRK	-0.108398090495317	0.234626377383397	-inf	0.321454
MXRA8	0.0857977011831458	0.259670503473737	-1.0765	0.721394
RGS3	0.0113502941305938	0.418237311063348	0.305372	0.849244
MAML2	0.350819884941177	0.0574861813413173	0.711998	0.755307
SPAG16	0.177189453702315	0.0922564569607663	-1.55455	0.393244
COG6	-0.907698793950799	0.0574861813413173	-0.983389	0.439927
NFATC1	0.177983041022299	0.281632337521509	-inf	0.00505161
SP6	0.133430876875916	0.293646299140333	-2.39843	0.418608
ABHD4	-1.07796070780571	0.0129969965694712	-1.66146	0.418608
ARHGEF12	-0.317093018046154	0.145223166058234	0.0839665	0.953719
GLUD2	-0.151689141584863	0.273614694233748	-inf	0.0949718
RAC2	-0.44352163046739	0.00370476404172232	-0.661461	0.596652
SEPT10	-0.219425621994305	0.226187041730355	-0.978314	0.474973
B3GNT9	0.268076136390633	0.0554840461824633	-0.328035	0.907326
SCYL1	0.222071313834185	0.00691544465593515	0.518936	0.885347
PRICKLE3	-0.197182311519519	0.117826698968281	1.38293	0.436861
RPP40	-0.168032574923305	0.24255473829993	0.338539	0.908271
UAP1L1	-0.459173241000272	0.0800482537984325	0.286072	0.884718
SCOC	-0.428084786038038	0.14017150613346	0.22516	0.907074
RALY	0.233102246976653	0.0204231131293713	0.284024	0.916701
CTDSPL2	0.67107180844122	0.106162070126924	0.38917	0.876643
NAPG	-0.652484708073664	0.0102141548460401	-0.849088	0.573971
RHD	0.111541378798493	0.235170000452498	0.923503	0.593742
DGKH	-0.26467919725484	0.0476702704499811	-0.621932	0.708191
YIPF4	-0.154941897644424	0.24014385371207	-0.0352755	0.97692
THAP10	0.698992674622084	0.0313833561368535	-0.813464	0.901631
ZNF513	-0.152389917219803	0.239550831787508	-0.398379	0.943122
PLCG1	-0.0379241111172133	0.250663761848275	0.198621	0.948838
ANKRD10	-0.0574814311188819	0.237478295033918	0.563322	0.729412
HTR2C	-0.0546883665667385	0.347224300262614	-inf	0.313044
TAGLN2	-0.0473155419385264	0.235010389190094	-0.106872	0.945289
HAGHL	0.16285249209882	0.288544942353839	-0.491667	0.827587
ITGB4	0.118488534630906	0.287710874425753	inf	0.09135
MDH1	-0.314729056913394	0.211893990786681	0.332887	0.863072
DCBLD2	-0.110086278189999	0.246353410031898	-0.50502	0.725824
RBM33	-0.038185264685835	0.298456484397213	0.123575	0.943122
DPH3	-0.554499474928709	0.0558040145233336	0.0895118	0.958646
C5orf28	1.09136335170255	0.0231510504262503	2.09343	0.418608
YTHDF3	0.687403195321779	0.0564856672086549	0.563326	0.70548
FMO4	-0.12920273839136	0.17517899430922	-inf	0.284835
THYN1	-0.162815164326791	0.299377280512257	0.0547464	0.969138
KATNAL1	0.656187807579557	0.0854777935577135	0.408929	0.853806
PGRMC2	-0.350821555025147	0.0739200215891174	1.3256	0.418608
UBE2I	-0.241808641233354	0.0359434144558328	-0.561925	0.704656
ANKRD35	0.233630029475753	0.110654825470785	-inf	0.07308
DUOXA2	0.131657816237169	0.299759531532496	inf	0.526526
HRH4	-0.0410638410048735	0.0840292656539187	-0.0764981	0.925075
FLYWCH1	0.122643064914065	0.282944303453237	-0.366005	0.871214
MYO6	0.143585364236843	0.203080224144367	0.476043	0.818799
DNAJA4	0.178345939101708	0.213141542023978	-inf	0.065225
GLRX2	-0.0958391033386002	0.192266160721903	0.24543	0.929637
RBM24	-0.19595708494831	0.0473428472533774	-1.81346	0.418608
ARL5B	0.50339473653878	0.0303311527739362	0.24543	0.920693
AKIRIN2	-0.573962342720878	0.0688698815062398	-0.509458	0.78309
ACRC	0.0937878265185735	0.308536563140091	inf	0.252126
MYO1C	-0.314692941606831	0.013273020648959	-0.627908	0.660888
CEACAM20	0.233793021065966	0.200891741896536	inf	0.210873
RBM23	-0.247797971431416	0.175571815841658	0.575571	0.668632
FAS	-1.56589394143099	0.00239454162846389	-2.73946	0.0350784
KIFAP3	-0.237786911411973	0.210386742903455	-0.888871	0.526526
BTN3A2	0.158675511109771	0.210847824698022	1.50846	0.294018
C17orf59	-0.0393764111210564	0.375425174291509	0.508464	0.88589
HSPBAP1	-0.668860443703543	0.0163154927165465	-2.53593	0.418608
CSTF3	-0.462338403998318	0.0826107297755157	0.379859	0.905546
SLC15A4	-0.24946083208854	0.100520684967845	-1.0765	0.526526
PRKCI	0.273204905551659	0.0643292377447057	0.200342	0.916479
OSMR	-0.971135294266331	0.0326503685025887	-1.03468	0.526526
PRTFDC1	0.742842995213079	0.0195607625153451	1.08577	0.526526
SOD3	0.134908301277534	0.259567880565235	inf	0.300553
ZNF574	0.15305405540118	0.107911977614908	-0.298887	0.925672
C19orf25	0.155985975224204	0.24521005124079	0.302016	0.908271
COMMD2	-0.0625685006723277	0.353308121990223	0.328758	0.869398
SPRYD4	-0.846234024098042	0.0261154166674612	-2.579	0.418608
SCRN2	-0.157528070470446	0.12398688948375	0.209804	0.904855
TRNAU1AP	0.173603811192723	0.209781033307134	-0.545984	0.876643
RNF17	0.0432584964429612	0.305650849418093	-inf	0.253918
NEIL3	0.337469434497841	0.146100405887959	1.24543	0.697469
COPA	-0.540400800018427	0.0334387132580853	-0.410183	0.786153
RASD2	-0.663734054395484	0.00262535072463343	-inf	0.418608
KIF11	1.1348489162547	0.0927243947927769	1.426	0.418608
SKP2	-0.960011524507045	0.00724087954899236	-0.552936	0.788194
ZNF175	1.02491152085475	0.016359400761127	1.96303	0.382414
SYNC	-0.481339706358323	0.00219095942755537	1.3467	0.737649
PARVA	-0.822068846685734	0.0101854961301066	-0.938995	0.537372
JAKMIP2	-0.00762104115323176	0.405153538092902	-0.207743	0.925075
PTHLH	1.57529211072376	0.00240314817264936	-0.143613	0.944936
SLC40A1	0.196265005089872	0.120947981596727	inf	0.189801
C8orf4	0.178675676704549	0.214658652614668	-1.66146	0.526526
TRMT112	-0.509079530334257	0.0631324612708396	-0.610179	0.697049
RNF34	0.348859637853118	0.0196284486142871	-0.893634	0.677356
C12orf50	-0.046870843728898	0.272712822462184	1.92351	0.834103
CD36	0.0115218166047408	0.395258450303223	0.508464	0.838769
TMCO5A	0.0483343128201259	0.361451924305922	-inf	0.0701408
CCT2	-0.481030342154205	0.0802449784894484	-0.230585	0.889491
C6orf203	-0.0401033872987023	0.377464956491558	1.03042	0.526526
PRKG2	0.270836497371131	0.177769929604558	inf	0.147828
ARF4	-1.1258916125749	0.00815211090225611	-0.89189	0.450909
DCAF12	2.44983638423354	0.0022163505728394	2.63132	0.104472
ANAPC13	0.0647180620492747	0.305438816673204	1.37096	0.526526
LMF1	0.0884610086386307	0.209568428326376	-0.463523	0.761812
C8orf48	0.358024564400676	0.10444880759744	3.09343	0.467521
MBTPS1	-0.161568536649458	0.136720039359856	0.276612	0.876643
SLCO3A1	0.256852962190989	0.0278494969887648	1.061	0.526526
ZNF692	-0.168303768066943	0.0725187384676899	1.33854	0.390317
FANCL	0.265831760997953	0.209497265261798	0.849501	0.622068
NCF2	0.0165383657988782	0.413577519109171	inf	0.282
SH3GLB1	-0.0778623883731979	0.295958578799332	-0.897528	0.526526
SLC12A6	0.856142456873276	0.0056288108456881	0.00152853	0.981831
KBTBD6	0.0809158443795447	0.14084425729084	-0.032104	0.982386
HMGN3	0.128714143723676	0.198099390434955	0.0166113	0.973891
MRPL48	-0.185209785453906	0.103895386560092	0.348	0.859265
XRCC6	0.420085090373728	0.074479887136415	-0.383424	0.804386
SUPT5H	0.0942765688933162	0.0257965558560562	0.281956	0.869163
FAM133B	-0.266837966943374	0.171354227150528	0.689037	0.644319
C12orf76	0.159627193562967	0.208827844333923	0.00596895	0.977194
KCTD18	-0.0739182965919155	0.0830516798557335	0.00150437	0.978717
SOS2	-1.03745289769004	0.0192136925168304	-1.62399	0.418608
NNAT	0.0689914617623878	0.309536508093495	-0.07641	0.90233
USP16	0.960543497701079	0.0744910287703581	2.38293	0.317685
SCML2	0.0930908750918873	0.319568929732903	-0.463521	0.83412
LARS	-0.366626263358135	0.113123674844992	-0.728575	0.62201
BCL9	-0.601385879821692	0.00825557123597199	-0.491536	0.817785
C9orf41	0.0343126578042832	0.39981562127568	0.830392	0.701879
ZNF774	0.498914735156955	0.00502428004441079	4.01096	0.512382
ZBTB2	-0.166009300886787	0.2652262582232	1.16451	0.526526
TRAF3	0.193986646493296	0.25102943065815	-0.307824	0.872635
GALNT5	0.187466998372282	0.185139356396396	0.218958	0.926464
LETM1	0.139630927508646	0.164906475950773	-0.274827	0.874103
PLXNB1	0.131243017828711	0.280649220027825	-1.39843	0.418608
USP10	-0.293525503521575	0.190015367607596	0.423931	0.809212
ALG14	-0.209615370721474	0.0928612150691865	-0.246426	0.929253
LIPE	0.152498549792647	0.28300191061023	0.923502	0.769748
MED8	0.105334254311784	0.261797860040787	1.26928	0.418608
WDR75	-0.547331962355868	0.116097412229728	-0.439068	0.849759
STAT4	-0.149430810649213	0.176747483415179	-0.269143	0.908271
FGD4	0.0941921254429193	0.32241469865036	-inf	0.0158296
RNF145	0.264437620886772	0.0347155952287039	0.558738	0.693826
CLDN2	0.183466702064365	0.269642623400996	inf	0.526526
TCEAL8	-0.299813167788572	0.0715581344184922	1.01096	0.526526
ZMYND8	0.477869863366504	0.013867002472251	0.0698921	0.959498
SNRPA	0.0188384266029803	0.330791170687646	-0.205781	0.927973
PDXK	-0.771548239288583	0.00361809483015576	-0.534748	0.677356
GATAD2A	0.0150201501275252	0.348296047655521	0.534228	0.722785
CCM2	0.245026443495353	0.0276990543190088	0.149778	0.93028
ETS2	0.333916484157879	0.0268541124900428	0.878983	0.487028
PRMT2	-0.0344923623234226	0.26787750907392	0.404629	0.82445
PRDX1	-0.10393004231893	0.269336743040906	0.0710524	0.960903
NACC2	-0.197169556379398	0.209977597422827	-1.0765	0.526526
ZNF382	0.00929117307514568	0.408113261468306	1.92347	0.618598
DEGS2	0.185260977666721	0.321100828224996	-1.0765	0.867727
INTS8	-0.243681881029207	0.176714080065724	-0.795316	0.600931
CCDC102A	0.183268329110873	0.229295679654652	0.508464	0.914571
EPHA5	0.157760949557526	0.21270041682762	-1.49156	0.526526
ARHGAP33	0.463028207667078	0.0550830769111066	2.09343	0.418608
TMCC2	0.290397447880015	0.120947981596727	-1.0765	0.667797
TSGA10	-0.0178788640083094	0.364340169799325	-1.66151	0.526526
TCF12	-0.196403005276155	0.198624437968665	-0.163961	0.928145
ZNF721	0.330599763375514	0.24582838816304	1.06101	0.578711
POU4F1	0.0107345678707432	0.413341939022599	inf	0.526526
MYOT	0.269629923702633	0.177769929604558	-inf	0.282
SPACA3	0.266027960194739	0.197257033250608	inf	0.355513
SNRPF	0.0780655442353616	0.361827489921129	-1.45501	0.418608
SGIP1	0.371302508863539	0.0514654008441218	3.73086	0.199553
ZNF641	0.00599881223731152	0.401528887089593	-0.561925	0.784334
PRRG4	0.799624040731763	0.0161245141010452	2.58647	0.418608
MERTK	0.233362836981767	0.209977597422827	inf	0.134332
BAG1	-0.11084097032074	0.257709877499611	-0.680569	0.69817
VPS36	-0.133143248883686	0.253174106950566	-1.1545	0.506689
AEBP2	-0.457022719799102	0.0335838278314206	-0.512597	0.869218
MYNN	-0.345479577796814	0.195490613239442	-1.24642	0.640019
ORMDL3	-0.0929918931996248	0.228422029612371	-0.614155	0.7096
CORO2B	0.662253739245218	0.00400119002644579	1.38293	0.480186
TBXA2R	0.156798740668343	0.25695325877855	1.9235	0.543421
ISL2	0.124116589818829	0.320548445712477	1.24543	0.720873
PCDHB11	0.390889826518322	0.189114566465382	1.24543	0.795761
TECR	0.664020654096306	0.0037478879576071	1.58648	0.282
RNF144A	0.297669497156558	0.0378961997210086	1.03042	0.526526
MARCH5	-0.274801457414535	0.136481828554864	-0.772241	0.547054
NUPR1	-1.74452126660271	0.00177073222745337	-3.32443	0.418608
DCLRE1B	0.167665071373522	0.193700953383938	0.823965	0.855714
ITGA8	0.0467208196179065	0.361752397110968	inf	0.317476
TP73	0.254584410221233	0.184415228808023	0.408873	0.876643
PRKCD	0.350412640972039	0.014170429369185	-0.356606	0.876643
DSC2	0.118298552205583	0.291634425225219	1.9235	0.688663
RBMS2	-1.77646365985394	0.0227594615538139	-2.59109	0.418608
TMPRSS6	0.166968324450591	0.286045053828201	-inf	0.313588
TRIM65	-0.156283167805976	0.183597870873833	-0.561925	0.785464
ATP13A4	0.24755508469506	0.156872461842252	-inf	0.0393508
TP53INP2	-0.558598672364335	0.00679252238794358	0.0954591	0.962738
GLB1L	0.0652677153905545	0.107068976684689	-0.854087	0.779346
ANTXR2	1.15543192692537	0.00876823696695096	1.8621	0.220882
COL4A3	0.283083071009086	0.179476065260609	inf	0.387761
PUS1	0.0903244736425483	0.357399152629612	-1.66146	0.351346
MYO10	0.369820751393502	0.027185153233821	0.137843	0.936322
BCL9L	-0.549716697228143	0.0440756800328004	-1.91672	0.233167
PEX1	0.0243039777568836	0.341980426340351	-0.704531	0.832502
TMEM74	0.406665162188619	0.130169388844473	-inf	0.418608
OLFM1	0.0677176120181524	0.344008021672437	-inf	0.0509296
RBM19	-0.33654096479052	0.0127578457697466	-0.623986	0.748327
MASTL	1.39135156663353	0.00906792114955623	1.43804	0.858311
RUNX1	0.458159048613643	0.0100949276432286	-0.0161229	0.984035
ALX3	0.119909644392317	0.339228875250474	1.50846	0.796704
ZNF765	0.00693387886707424	0.419412050564834	-0.0764976	0.955478
MID1	0.310008536335706	0.0679628848253571	0.448593	0.779963
GPR64	0.06215791264818	0.291839042954228	-inf	0.00505161
SNX10	0.14148092973071	0.255668960891409	inf	0.112357
GABRG1	0.143142935452861	0.232058212142755	-inf	0.418608
RASEF	-0.178731398619379	0.0476702704499811	-0.491536	0.846452
DBF4	0.301701963211546	0.204703627445201	0.0197121	0.983439
TSHZ2	-0.816227432477759	0.0527385829986695	-1.26915	0.438085
POGK	0.565076715621643	0.0112145379103262	-0.60006	0.779894
C1orf64	0.414466737869556	0.154269955404491	-inf	0.418608
MAPK9	-0.171950560963684	0.248909470990984	0.273999	0.895788
PPTC7	0.126004811185474	0.0990470765895528	0.32404	0.876643
RIPK2	-0.19010269173799	0.22463529347957	-0.607013	0.779894
ZNF540	0.227833152383404	0.22217264424677	1.50846	0.584297
STON2	-1.07383161930635	0.00379452311324331	0.423073	0.796974
CSTF2T	-0.329008333697194	0.0571676961906355	0.208906	0.929489
TRIM37	-0.75221518216046	0.0202595530784751	-0.805221	0.75967
LRRC25	0.10084498253041	0.326715223411258	-inf	0.418608
TEKT3	0.100864544895778	0.308949629332687	-inf	0.0493784
IREB2	-0.165339626339517	0.271685054882648	-0.537339	0.731423
PDCD7	0.0181342113979442	0.315971776794385	-0.234039	0.916421
GRSF1	-0.465219531420223	0.0364889847399986	-0.360291	0.840115
CNR1	0.0784312868503374	0.299840515357399	inf	0.266661
DLG3	0.0964937876256795	0.0140367241316163	0.923502	0.580705
ABCC4	0.0357081553817825	0.344243043095416	0.269678	0.879321
ZFP36L2	-0.576437152517941	0.0110898167805021	-3.53593	0.526526
NAA16	0.00855937701569047	0.419666961237565	0.856388	0.547995
MAGT1	0.0682966663824236	0.360593073073575	0.182236	0.925431
BATF3	0.0898389446122074	0.180402174119962	1.60157	0.446219
FTL	-0.903977348548903	0.0131488223895885	-0.607165	0.608782
DYRK2	0.0899220686501875	0.110904835491428	0.282583	0.883716
PCLO	0.464856810986963	0.124477223736615	-0.398426	0.890176
ARIH2	-0.305649068603287	0.0793040248185082	-0.0072357	0.993916
PCNX	-0.928892905522928	0.0174647905995426	-0.741762	0.538119
ANXA9	0.238501018846028	0.236855948044392	0.923502	0.842163
SAMD7	0.246941100179757	0.202794929839478	inf	0.298861
SRR	0.2105112514133	0.284177909736282	-0.813463	0.778081
SCNN1D	0.271538687397047	0.145223166058234	0.508464	0.82215
NOL3	0.384936350757627	0.131407885099931	0.519107	0.785955
ARNTL2	0.915944385330265	0.0472504828543096	0.907734	0.48256
ASAP3	0.130859322970989	0.312148543452523	-0.0764981	0.957944
ZNF595	0.325502211040503	0.178127697258454	-1.0765	0.767299
BHLHE22	0.208411200187424	0.147107450249497	-inf	0.526526
MRPS18A	-0.618091915020049	0.010633403546145	-0.331754	0.862976
ASPH	0.0183005264592567	0.406353371595904	2.02966	0.09135
SH3BGRL	-0.761547229864022	0.0183927407432768	-0.298891	0.879678
OR8I2	0.101532924348131	0.322294302191293	inf	0.418608
ERN2	0.0563068593227807	0.377230008262283	inf	0.284045
CDKN2D	0.520107516439256	0.00948001485785793	0.0437961	0.977615
SYNGR2	-0.533983188003591	0.0269119363444588	-1.71393	0.226828
PITPNA	0.038043144416137	0.358591729545691	0.318034	0.845985
PRPF4B	0.0251165829985296	0.399161363792668	-0.854091	0.665972
NRBP1	-0.0704388340344535	0.206489618516641	0.365724	0.826145
STUB1	-0.0352155187724161	0.294703269576909	0.34878	0.92485
KDM1A	0.365593543866825	0.0864656582139176	0.808026	0.686744
ILK	-0.0028037197705746	0.411323663737621	-0.19197	0.945104
SLC25A22	0.561691980096484	0.00676180776864888	inf	0.00505161
MRPS7	0.147494981427802	0.0831501676234429	0.0454914	0.978392
DYNLL2	0.851918584512135	0.00766670632069305	1.90213	0.319747
PITX2	0.212113167338979	0.161653719160507	-0.269143	0.901845
GJA4	0.181177512710159	0.32529136173683	inf	0.526526
FABP3	0.309026077612596	0.21755239618739	inf	0.3977
CCNL2	-0.286335238491085	0.0271030351054234	-0.294678	0.859309
TRPV2	0.248772305767836	0.1525496121089	2.03898	0.418608
CDC42SE1	0.132516624392177	0.285971225742264	0.366442	0.848211
MYPN	0.79819208963012	0.00218763123866347	1.66047	0.502639
SIM1	-0.125251258912041	0.252001545708545	inf	0.387964
CDADC1	-0.175976805400281	0.139830011492655	-0.53593	0.832022
ZFHX4	0.745919265500569	0.00540846239369057	1.10183	0.526526
BLID	-0.0662420107504217	0.351314054762326	-0.82928	0.526526
ADAMTS19	0.274878123418933	0.0870740100287858	inf	0.418608
KIAA1217	-0.415315770175245	0.0241775655937051	-0.414494	0.808237
TSPYL2	0.0486654618861623	0.33195844602195	0.302013	0.896852
EIF2S3	-0.0744266624842524	0.261638453357833	-1.02205	0.526526
ABTB2	-0.211868264700824	0.0123339441557508	-0.813464	0.690107
AP2A1	0.427171857279465	0.00140137758137036	0.723205	0.533089
AP4B1	0.126055225510699	0.262356028836648	0.122791	0.955569
SOX30	0.29219714541932	0.196324964875064	inf	0.317435
VBP1	0.0716647617241877	0.388985352133314	1.24543	0.418608
BHMT2	-0.28061175659652	0.0849729761806031	0.701109	0.7595
FZD7	-0.215055486194352	0.109212889175133	-1.19198	0.624553
CDH18	0.221906445636476	0.150953577116667	0.923502	0.73407
CHL1	0.215858631830916	0.175571815841658	inf	0.00505161
GATS	0.307126102307491	0.0631570307147812	2.14589	0.355513
P2RX6	0.0566647255123632	0.255738621743386	1.77151	0.45926
TBC1D2B	-1.07448306233239	0.00216472423527338	-1.75457	0.356369
PMS2CL	0.96327127919547	0.0829835550351063	-1.0765	0.64864
ALG13	0.00766162492492667	0.393828233881705	0.125136	0.93846
TTLL7	0.394504048710687	0.086398248036573	-0.591069	0.75539
NAA20	0.120425518176483	0.183971019208225	0.0829801	0.957297
